"x","y"
0,0
0.420363752161521,-2.25380296214098
-0.27524842958805,-0.686930517627294
1.11730479349916,-0.282065313700681
-0.834125024557344,2.03729403685912
-1.64824020176511,-0.345522259141073
-2.44263340752699,0.225817152484699
-2.58595244293957,-3.24140935146085
-2.22355589970232,-2.75482888926299
-0.705371085783674,-1.13762666805459
0.750783364291113,-1.75694283638022
1.8568695433666,0.926321213246884
0.924581565946527,1.19298096937093
2.18549151667506,1.18413497905925
1.54817942079472,0.902632155549066
0.649328495599808,2.12808427685338
0.979905507597409,0.695657941733095
-0.155163954788352,0.471655691948091
0.480035893996588,0.311453539316116
-0.394448351444234,-1.62142417315337
-0.295916418891826,-2.35368279831912
-0.0544078442588718,0.184148819932502
-0.0183985205850168,-0.213666511639868
0.988840865440865,-1.96374806250277
0.82866683557357,-2.31631253579657
1.77923199777147,-1.13694415364886
0.687272776925443,1.23954934431168
-0.93786849708072,-0.0459336195575886
-1.43347901254968,-0.315780707963312
-1.2203554973139,1.0641567124934
-0.434480334811578,1.28056178302067
0.666275805109625,0.800962342429288
0.51606127902361,0.310630550307048
1.73029538294437,-1.35518786284583
1.27753078564706,0.436985452079289
0.782629813534064,1.44703091966693
1.5568331867339,0.660946708039715
1.18875314521987,2.03915584445294
-0.178640327647471,1.26874209192115
-1.39919974220652,0.705986834678267
-2.20058285581411,-1.70769758420069
-0.475544565914432,-1.20493639857695
1.42521141550025,-1.26190422082729
1.41860471192678,0.394111328481727
2.03146406920578,1.40275893134956
1.27638899704593,-0.183583359491569
1.24900155575792,1.26495313672957
0.603672353908922,1.8244372541086
1.14727580285101,0.544230953656875
1.80480844009965,-0.478127349708523
0.350750800755376,1.43965419221654
0.235520554148562,0.985188322532242
-0.155130284123842,0.266524576014667
-2.01608347786271,-0.331683522690011
-1.38062313905925,-0.488336287035011
-2.25153382120297,-1.07885879497534
-1.54464976444903,-2.49087904159016
-0.145639601787181,-0.436903031941494
-0.0284374283811121,-0.572580552744501
1.34721147531178,-1.32913090017532
0.159519625904862,0.00167609728864418
0.910869582914778,-0.771468887560506
-0.57462868642031,0.440813777963683
-0.0267484735051786,1.1864474157238
1.34190928502849,0.176408933612345
0.751535268140855,-0.569868066365138
0.811980921032342,0.716727383249901
0.054972632263923,1.19426777668182
-0.486388723851515,2.36126418870974
0.0447440702698532,1.04324692059094
-0.224747496629695,-0.288156909607468
0.916497977900009,-0.214939571407777
0.160382568360835,-1.19537235401187
-1.70245652078415,-0.882343083756944
-0.366708840465508,-1.65072226036121
-0.283254064390038,-0.0310163832889269
-2.43689405065444,-2.03520741295887
1.4712229147539,-2.29889289779401
1.53832283605231,1.13006579940036
-1.41712741744436,0.860636719961658
2.62691194661807,-0.0238170850088816
1.29015481903641,2.19194875164555
2.14795396113378,1.11779851499174
0.768280875473345,1.14915179980666
1.03019406432157,1.2197143452568
0.300140857253034,0.700013021407437
-0.495239728858631,-1.60867377787092
-0.372999646090846,-0.998536229967201
-0.304362943593053,-0.570025561575969
-0.636502440825148,-0.355292873420322
-1.31861456861406,1.06922344286944
-0.0865890183121178,-0.693657687280212
-1.18266285365056,-0.874871337707665
-1.50015919054919,-1.26785948539706
